case,account_id,rr,activated_at,alive,died_at,death_trade_key,trades,balance,headroom,received,trade_keys_sha256
2023-05__daily_maximum,26,2.50,2025-06-01T00:00:00,True,,,1302,31076.0,5976.0,5230.4,0bdb85a6f8c2170e8d42379a7ba9cdc560c8bfdedba2f59f8198fde5c9e8130e
2023-05__daily_maximum,27,0.50,2025-07-01T00:00:00,True,,,1698,30785.75,5685.75,691.85,1ebcdd207a327088b6b52b950ed64e77e75d056633c2f9d4b766effca6285e50
2023-05__daily_maximum,28,2.50,2025-08-01T00:00:00,True,,,1106,31548.55,6448.55,2153.65,2afcbf3be8d7da1b23bdfc6ce9599aba73ddf065d0018e88394f49237b2fb690
2023-05__daily_maximum,29,0.50,2025-09-01T00:00:00,True,,,1426,30247.25,5147.25,1733.45,6c2749fdd5ddb3b4b74fd55e2d40dedebc9f089e159c598bc5023a49c919872a
2023-05__daily_maximum,30,2.50,2025-10-01T00:00:00,False,2026-03-24T16:39:40,RR2.50:16-17:850:2426,574,25110.35,10.35,0.0,8b7e16074a792e4f435edf129ca1253f398d8e382599af22dd1f6e522afb7e17
2023-05__daily_maximum,31,0.50,2025-11-01T00:00:00,False,2026-02-17T07:20:40,RR0.50:6-7:528:2021,469,25189.1,89.1,0.0,c73fe30cf6adbd126981f75e6fe2c0caebf87eb3f37b2efc695c0a3d5d9d3dab
2023-05__daily_maximum,32,2.50,2025-12-01T00:00:00,False,2026-02-13T16:40:40,RR2.50:15-16:669:2197,250,25156.05,56.05,0.0,5cfd7752facc4db1bf39619b5169ac2490b7557b3789745aeba6b0fb5e4fa9cf
2023-05__daily_maximum,33,0.50,2026-01-01T00:00:00,False,2026-02-05T22:22:40,RR0.50:21-22:527:1955,156,25304.25,204.25,0.0,d3abbaf8abc9930f2aa2b8d39fee0f80d25283897ee2dec91dfa3a72728f52c6
2023-05__daily_maximum,34,2.50,2026-02-01T00:00:00,False,2026-02-13T16:40:40,RR2.50:15-16:669:2197,56,24207.75,80.1,0.0,c3d03fc7a310303f22b3e3a8c7a2805e77769f2bb696fcfbf12604875952ac3a
2023-05__daily_maximum,35,0.50,2026-03-01T00:00:00,False,2026-03-19T22:00:00,RR0.50:20-21:515:1912,93,25049.9,34.05,0.0,a5405ce9bd827b7aa4cea6dcfaf7a93b51270995f0aaa8e5f494cacc9018b814
2023-05__daily_maximum,36,2.50,2026-04-01T00:00:00,True,,,312,31232.4,6132.4,0.0,23525306d01a719cf8fe17566de560087e16f2eb36cf2f1d52fee5c7c99e6be0
2023-05__daily_maximum,37,0.50,2026-05-01T00:00:00,True,,,326,27641.2,2541.2,0.0,4596102263d1c147a96d6faa2bfe379ecd79a227a98df94425f993054378bfcb
2023-05__daily_maximum,38,2.50,2026-06-01T00:00:00,False,2026-06-04T16:30:40,RR2.50:15-16:701:2301,17,23664.2,12.9,0.0,6c57a2240cc00060ee025db75ebcd722a26c3811161c89b81587aad2dca7049d
2023-05__daily_maximum,39,0.50,2026-07-01T00:00:00,True,,,53,25183.35,1160.7,0.0,faa2999c246e04c11079ca52140b4e3b907fbdafe78c122a88b919562d72f762
2023-06__daily_minimum,1,0.50,2023-06-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,592,24116.45,16.45,0.0,0eff553e0706602b4a7fc1cb016a401a6b068bacad49b0bd759f89748598f19b
2023-06__daily_minimum,2,2.50,2023-07-01T00:00:00,False,2023-11-01T16:00:00,RR2.50:19-20:293:1207,408,25181.65,81.65,0.0,9d3b3b56a9eb520d3a83fe1eb5ae214e11fc1a1433500fdfcd64d2f7e0548eb7
2023-06__daily_minimum,3,0.50,2023-08-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,318,24499.15,16.45,0.0,966cd2c8c368380f230441deb17b2a71bae8d1d297e165eb2b35bbd43aa74987
2023-06__daily_minimum,4,2.50,2023-09-01T00:00:00,False,2023-10-24T03:17:40,RR2.50:2-3:362:1334,181,23860.5,9.05,0.0,f7fd0ac1ad694f99fa2482cd8f1dcedb1d91a73a2664063a9b583f52b579979d
2023-06__daily_minimum,5,0.50,2023-10-01T00:00:00,False,2023-10-26T20:30:40,RR0.50:20-21:307:1159,122,23734.45,79.95,0.0,cefd4ea7a99ef0c73c8380dc52209fafea49233a5f7e231cad5ee181f537d64d
2023-06__daily_minimum,6,2.50,2023-11-01T00:00:00,True,,,3054,34418.8,9318.8,19000.0,08b7946d71862cc27c7d006dd9b0410f88d4332c50a0c27f6bcda30f0ba5130c
2023-06__daily_minimum,7,0.50,2023-12-01T00:00:00,True,,,4223,32528.35,7428.35,13000.0,9d6a78704174bf40aaff999c6e852363b75b22a8774ce775c8f211ef437f4536
2023-06__daily_minimum,8,2.50,2024-01-01T00:00:00,True,,,2866,34393.7,9293.7,17500.0,584484cc3b87d3ed8d719e36239b687db42602fcd1af6dd7c1e91b7d5497124a
2023-06__daily_minimum,9,0.50,2024-02-01T00:00:00,True,,,3950,32451.5,7351.5,12000.0,48194ba7a1a58ce49bc06fe81d82137aa261dea242ca9eaf90ce9a63c0c2ceed
2023-06__daily_minimum,10,2.50,2024-03-01T00:00:00,False,2024-04-18T20:24:40,RR2.50:17-18:255:1298,125,24590.8,171.8,0.0,e05991623e448a86e3265543f23c130f3f8fc5c2f5eecdf2c902f8659565b0a4
2023-06__daily_minimum,11,0.50,2024-04-01T00:00:00,False,2024-04-18T21:33:40,RR0.50:21-22:378:1366,91,24625.5,90.25,0.0,3b10fb2a0725c612703401b6126987f74fb05c201ce80a4236c7a99acefc5a9d
2023-06__daily_minimum,12,2.50,2024-05-01T00:00:00,True,,,2500,34360.0,9260.0,17000.0,a75136455be9140e7fef2cdbe00c49397b60cdb111a3c586a630ec01fd99782e
2023-06__daily_minimum,13,0.50,2024-06-01T00:00:00,False,2024-07-25T16:57:40,RR0.50:11-12:334:1461,250,25215.55,115.55,0.0,01497aa3b1bdfd1c365c3d072569d0fca4f567b8fe8a10d65aa5bd58a40d9709
2023-06__daily_minimum,14,2.50,2024-07-01T00:00:00,False,2024-07-24T15:08:40,RR2.50:11-12:333:1458,78,24405.65,5.2,0.0,f2b99003300fddcc531a7cb9312312f2f38fd8bb3a93e094d0c56ae20198a237
2023-06__daily_minimum,15,0.50,2024-08-01T00:00:00,True,,,3154,32398.8,7298.8,9500.0,880562a904e9a049b39284deea195596987a82a11078dcf5a8f4eeb1be645d74
2023-06__daily_minimum,16,2.50,2024-09-01T00:00:00,True,,,2115,33626.25,8526.25,13500.0,fa50d791f267ce93b8bd6bbb592a044bfd3bad1f605d5fa285f0d4f845008bb7
2023-06__daily_minimum,17,0.50,2024-10-01T00:00:00,True,,,2875,32681.75,7581.75,6000.0,3dccc831c9a2000c1251c4d537f8a43b117480f14a7ef1fe8235c747340cd08d
2023-06__daily_minimum,18,2.50,2024-11-01T00:00:00,True,,,1916,33680.2,8580.2,13000.0,74c3531ca60bd0859762f754e929476dcf2736446c02012ab1391b4fd203b9ea
2023-06__daily_minimum,19,0.50,2024-12-01T00:00:00,False,2025-03-11T01:16:40,RR0.50:21-22:444:1654,423,25339.4,239.4,0.0,9aae5a375781e6ceca241ce9e15dddcd868be8bee31a19d3a3dd5ad0a0d33fee
2023-06__daily_minimum,20,2.50,2025-01-01T00:00:00,False,2025-01-13T23:30:00,RR2.50:17-18:305:1537,28,24502.65,195.6,0.0,b9bd9107735540840a875a04361bb2c9180561fbfca4a46503b0d0645f17d516
2023-06__daily_minimum,21,0.50,2025-02-01T00:00:00,False,2025-03-04T12:01:40,RR0.50:10-11:495:1785,139,24385.1,62.35,0.0,32e20258b38a945cabdfcef7dbd993cd32453ed88e2ddf0aa71227b8f1d3023b
2023-06__daily_minimum,22,2.50,2025-03-01T00:00:00,False,2025-03-06T19:03:40,RR2.50:17-18:312:1576,17,23905.2,119.0,0.0,426b5d70bae917ecafab66808685c3d35f36419e913de6c754c9e879b75f8a3c
2023-06__daily_minimum,23,0.50,2025-04-01T00:00:00,False,2025-04-04T20:16:40,RR0.50:18-19:391:1669,24,24814.85,193.9,0.0,28930c475c141147f78e100e5a7676d9336c6ff09ade3f20b94bfadf736c4a00
2023-06__daily_minimum,24,2.50,2025-05-01T00:00:00,True,,,1401,32951.45,7851.45,4500.0,efcf7dad67c17aa7bc8546c639ad9f2789b12279b4283389d8578d8f5b382e3d
2023-06__daily_minimum,25,0.50,2025-06-01T00:00:00,True,,,1826,31220.2,6120.2,1000.0,4bb178cd47a3ad362b20984e134ff11179a4f731cf56af8469953a05ede22929
2023-06__daily_minimum,26,2.50,2025-07-01T00:00:00,True,,,1213,31993.35,6893.35,2000.0,b4f9170701db47301bc8da2f709f85d675402197d038028d6291c167c22e90d2
2023-06__daily_minimum,27,0.50,2025-08-01T00:00:00,True,,,1558,31110.6,6010.6,1000.0,5efa89d2c7fe635fdf4c32ae854cbdb7f2a45249d606bfbb8e273c36d05a798c
2023-06__daily_minimum,28,2.50,2025-09-01T00:00:00,False,2026-03-27T16:32:40,RR2.50:16-17:853:2432,693,25142.9,42.9,0.0,3ccdf7620016f4d53818161924c9f25332af4a325030245d675975e8a76f4768
2023-06__daily_minimum,29,0.50,2025-10-01T00:00:00,True,,,1274,30673.8,5573.8,500.0,ea7a95200792fce492cfda97263c882988119ac2fa1e1dcd12b68e55250f921f
2023-06__daily_minimum,30,2.50,2025-11-01T00:00:00,False,2025-11-17T20:55:40,RR2.50:18-19:441:1878,50,25221.55,121.55,0.0,61725d0ce3b2ce587ea114db3fae9c5e7362ae485597cb618d93394e9569fb79
2023-06__daily_minimum,31,0.50,2025-12-01T00:00:00,False,2025-12-29T19:27:40,RR0.50:16-17:817:2332,128,24059.65,118.45,0.0,7bae73fa0b36ab1cf40837036e1e1645882031f1218cfb673b54052158343b1d
2023-06__daily_minimum,32,2.50,2026-01-01T00:00:00,False,2026-02-17T23:30:00,RR2.50:20-21:506:1878,161,25105.5,5.5,0.0,31fb1ea280599fd2029ff50ea490d9f238826cbb5a86a4902fe2bc559c51550b
2023-06__daily_minimum,33,0.50,2026-02-01T00:00:00,False,2026-02-17T07:20:40,RR0.50:6-7:528:2021,75,23849.3,72.85,0.0,d0698f049cba8b07612f2181c4b71bc59680792f97a7a7557fd9b3a105212c40
2023-06__daily_minimum,34,2.50,2026-03-01T00:00:00,False,2026-03-06T22:11:40,RR2.50:20-21:511:1898,28,24305.65,107.75,0.0,40c7bb95e201342733213a42bd8acc83ae44c33723b59c4a3da2ef9edf8a7765
2023-06__daily_minimum,35,0.50,2026-04-01T00:00:00,True,,,461,29828.45,4728.45,0.0,092dfbc8476cf1850eef9cb93539bcee9266e55c7868fb4c4244a79ac5d61e5e
2023-06__daily_minimum,36,2.50,2026-05-01T00:00:00,True,,,230,28464.0,3364.0,0.0,7508b1c3745f9674e667d19648dcd7f429dce1416ff6eb96db3cb6366c782f03
2023-06__daily_minimum,37,0.50,2026-06-01T00:00:00,False,2026-06-17T22:32:40,RR0.50:21-22:550:2063,87,25398.7,579.55,0.0,5d6aeda781d6d1e6807150be24579c907ed1858302852d270b5b9fa090cd26b9
2023-06__daily_minimum,38,2.50,2026-07-01T00:00:00,True,,,37,25472.15,1071.6,0.0,519789e66a49d6b9d1ec780ce86c11f7a111373762c43b59eeaf6b10121e8969
2023-06__daily_maximum,1,0.50,2023-06-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,592,24116.45,16.45,0.0,0eff553e0706602b4a7fc1cb016a401a6b068bacad49b0bd759f89748598f19b
2023-06__daily_maximum,2,2.50,2023-07-01T00:00:00,False,2023-11-01T16:00:00,RR2.50:19-20:293:1207,408,25181.65,81.65,0.0,9d3b3b56a9eb520d3a83fe1eb5ae214e11fc1a1433500fdfcd64d2f7e0548eb7
2023-06__daily_maximum,3,0.50,2023-08-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,318,24499.15,16.45,0.0,966cd2c8c368380f230441deb17b2a71bae8d1d297e165eb2b35bbd43aa74987
2023-06__daily_maximum,4,2.50,2023-09-01T00:00:00,False,2023-10-24T03:17:40,RR2.50:2-3:362:1334,181,23860.5,9.05,0.0,f7fd0ac1ad694f99fa2482cd8f1dcedb1d91a73a2664063a9b583f52b579979d
2023-06__daily_maximum,5,0.50,2023-10-01T00:00:00,False,2023-10-26T20:30:40,RR0.50:20-21:307:1159,122,23734.45,79.95,0.0,cefd4ea7a99ef0c73c8380dc52209fafea49233a5f7e231cad5ee181f537d64d
2023-06__daily_maximum,6,2.50,2023-11-01T00:00:00,True,,,3054,31882.05,6782.05,21536.75,08b7946d71862cc27c7d006dd9b0410f88d4332c50a0c27f6bcda30f0ba5130c
2023-06__daily_maximum,7,0.50,2023-12-01T00:00:00,True,,,4223,30247.25,5147.25,15281.1,9d6a78704174bf40aaff999c6e852363b75b22a8774ce775c8f211ef437f4536
2023-06__daily_maximum,8,2.50,2024-01-01T00:00:00,True,,,2866,31882.05,6782.05,20011.65,584484cc3b87d3ed8d719e36239b687db42602fcd1af6dd7c1e91b7d5497124a
2023-06__daily_maximum,9,0.50,2024-02-01T00:00:00,True,,,3950,30247.25,5147.25,14204.25,48194ba7a1a58ce49bc06fe81d82137aa261dea242ca9eaf90ce9a63c0c2ceed
2023-06__daily_maximum,10,2.50,2024-03-01T00:00:00,False,2024-04-18T20:24:40,RR2.50:17-18:255:1298,125,24590.8,171.8,0.0,e05991623e448a86e3265543f23c130f3f8fc5c2f5eecdf2c902f8659565b0a4
2023-06__daily_maximum,11,0.50,2024-04-01T00:00:00,False,2024-04-18T21:33:40,RR0.50:21-22:378:1366,91,24625.5,90.25,0.0,3b10fb2a0725c612703401b6126987f74fb05c201ce80a4236c7a99acefc5a9d
2023-06__daily_maximum,12,2.50,2024-05-01T00:00:00,True,,,2500,31882.05,6782.05,19477.95,a75136455be9140e7fef2cdbe00c49397b60cdb111a3c586a630ec01fd99782e
2023-06__daily_maximum,13,0.50,2024-06-01T00:00:00,False,2024-07-25T16:57:40,RR0.50:11-12:334:1461,250,25215.55,115.55,0.0,01497aa3b1bdfd1c365c3d072569d0fca4f567b8fe8a10d65aa5bd58a40d9709
2023-06__daily_maximum,14,2.50,2024-07-01T00:00:00,False,2024-07-24T15:08:40,RR2.50:11-12:333:1458,78,24405.65,5.2,0.0,f2b99003300fddcc531a7cb9312312f2f38fd8bb3a93e094d0c56ae20198a237
2023-06__daily_maximum,15,0.50,2024-08-01T00:00:00,True,,,3154,30247.25,5147.25,11651.55,880562a904e9a049b39284deea195596987a82a11078dcf5a8f4eeb1be645d74
2023-06__daily_maximum,16,2.50,2024-09-01T00:00:00,True,,,2115,31882.05,6782.05,15244.2,fa50d791f267ce93b8bd6bbb592a044bfd3bad1f605d5fa285f0d4f845008bb7
2023-06__daily_maximum,17,0.50,2024-10-01T00:00:00,True,,,2875,30247.25,5147.25,8434.5,3dccc831c9a2000c1251c4d537f8a43b117480f14a7ef1fe8235c747340cd08d
2023-06__daily_maximum,18,2.50,2024-11-01T00:00:00,True,,,1916,31882.05,6782.05,14798.15,74c3531ca60bd0859762f754e929476dcf2736446c02012ab1391b4fd203b9ea
2023-06__daily_maximum,19,0.50,2024-12-01T00:00:00,False,2025-03-11T01:16:40,RR0.50:21-22:444:1654,423,25339.4,239.4,0.0,9aae5a375781e6ceca241ce9e15dddcd868be8bee31a19d3a3dd5ad0a0d33fee
2023-06__daily_maximum,20,2.50,2025-01-01T00:00:00,False,2025-01-13T23:30:00,RR2.50:17-18:305:1537,28,24502.65,195.6,0.0,b9bd9107735540840a875a04361bb2c9180561fbfca4a46503b0d0645f17d516
2023-06__daily_maximum,21,0.50,2025-02-01T00:00:00,False,2025-03-04T12:01:40,RR0.50:10-11:495:1785,139,24385.1,62.35,0.0,32e20258b38a945cabdfcef7dbd993cd32453ed88e2ddf0aa71227b8f1d3023b
2023-06__daily_maximum,22,2.50,2025-03-01T00:00:00,False,2025-03-06T19:03:40,RR2.50:17-18:312:1576,17,23905.2,119.0,0.0,426b5d70bae917ecafab66808685c3d35f36419e913de6c754c9e879b75f8a3c
2023-06__daily_maximum,23,0.50,2025-04-01T00:00:00,False,2025-04-04T20:16:40,RR0.50:18-19:391:1669,24,24814.85,193.9,0.0,28930c475c141147f78e100e5a7676d9336c6ff09ade3f20b94bfadf736c4a00
2023-06__daily_maximum,24,2.50,2025-05-01T00:00:00,True,,,1401,31882.05,6782.05,5569.4,efcf7dad67c17aa7bc8546c639ad9f2789b12279b4283389d8578d8f5b382e3d
2023-06__daily_maximum,25,0.50,2025-06-01T00:00:00,True,,,1826,30785.75,5685.75,1434.45,4bb178cd47a3ad362b20984e134ff11179a4f731cf56af8469953a05ede22929
2023-06__daily_maximum,26,2.50,2025-07-01T00:00:00,True,,,1213,31548.55,6448.55,2444.8,b4f9170701db47301bc8da2f709f85d675402197d038028d6291c167c22e90d2
2023-06__daily_maximum,27,0.50,2025-08-01T00:00:00,True,,,1558,30785.75,5685.75,1324.85,5efa89d2c7fe635fdf4c32ae854cbdb7f2a45249d606bfbb8e273c36d05a798c
2023-06__daily_maximum,28,2.50,2025-09-01T00:00:00,False,2026-03-27T16:32:40,RR2.50:16-17:853:2432,693,25142.9,42.9,0.0,3ccdf7620016f4d53818161924c9f25332af4a325030245d675975e8a76f4768
2023-06__daily_maximum,29,0.50,2025-10-01T00:00:00,True,,,1274,30247.25,5147.25,926.55,ea7a95200792fce492cfda97263c882988119ac2fa1e1dcd12b68e55250f921f
2023-06__daily_maximum,30,2.50,2025-11-01T00:00:00,False,2025-11-17T20:55:40,RR2.50:18-19:441:1878,50,25221.55,121.55,0.0,61725d0ce3b2ce587ea114db3fae9c5e7362ae485597cb618d93394e9569fb79
2023-06__daily_maximum,31,0.50,2025-12-01T00:00:00,False,2025-12-29T19:27:40,RR0.50:16-17:817:2332,128,24059.65,118.45,0.0,7bae73fa0b36ab1cf40837036e1e1645882031f1218cfb673b54052158343b1d
2023-06__daily_maximum,32,2.50,2026-01-01T00:00:00,False,2026-02-17T23:30:00,RR2.50:20-21:506:1878,161,25105.5,5.5,0.0,31fb1ea280599fd2029ff50ea490d9f238826cbb5a86a4902fe2bc559c51550b
2023-06__daily_maximum,33,0.50,2026-02-01T00:00:00,False,2026-02-17T07:20:40,RR0.50:6-7:528:2021,75,23849.3,72.85,0.0,d0698f049cba8b07612f2181c4b71bc59680792f97a7a7557fd9b3a105212c40
2023-06__daily_maximum,34,2.50,2026-03-01T00:00:00,False,2026-03-06T22:11:40,RR2.50:20-21:511:1898,28,24305.65,107.75,0.0,40c7bb95e201342733213a42bd8acc83ae44c33723b59c4a3da2ef9edf8a7765
2023-06__daily_maximum,35,0.50,2026-04-01T00:00:00,True,,,461,29828.45,4728.45,0.0,092dfbc8476cf1850eef9cb93539bcee9266e55c7868fb4c4244a79ac5d61e5e
2023-06__daily_maximum,36,2.50,2026-05-01T00:00:00,True,,,230,28464.0,3364.0,0.0,7508b1c3745f9674e667d19648dcd7f429dce1416ff6eb96db3cb6366c782f03
2023-06__daily_maximum,37,0.50,2026-06-01T00:00:00,False,2026-06-17T22:32:40,RR0.50:21-22:550:2063,87,25398.7,579.55,0.0,5d6aeda781d6d1e6807150be24579c907ed1858302852d270b5b9fa090cd26b9
2023-06__daily_maximum,38,2.50,2026-07-01T00:00:00,True,,,37,25472.15,1071.6,0.0,519789e66a49d6b9d1ec780ce86c11f7a111373762c43b59eeaf6b10121e8969
2023-07__daily_minimum,1,0.50,2023-07-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,454,24356.85,16.45,0.0,975714141063d0b8f33ef2fe5ccd413b818c445a17a5568ff14621ec59e78075
2023-07__daily_minimum,2,2.50,2023-08-01T00:00:00,False,2023-10-24T03:17:40,RR2.50:2-3:362:1334,294,25039.85,9.05,0.0,e4a5d926874cc4a86dc153f792996229b1d70b96408d2bf59b5404eaee0b54dd
2023-07__daily_minimum,3,0.50,2023-09-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,164,23909.85,16.45,0.0,65d76bce6f82a04173572ca04b20322ff5f71e94c370ccb134e5ba67c8b64216
2023-07__daily_minimum,4,2.50,2023-10-01T00:00:00,False,2023-10-26T16:30:00,RR2.50:10-11:345:1298,92,23793.45,6.2,0.0,1e5d4433583aecc9118f836c3888afe0d0f044d2a479acc0c9eaeceb6d096f58
2023-07__daily_minimum,5,0.50,2023-11-01T00:00:00,True,,,4359,32555.05,7455.05,13000.0,32ae2ebab96076474baabc5ebbd56a1f4a8cb2e2b3c2bac6c719c91890f04630
2023-07__daily_minimum,6,2.50,2023-12-01T00:00:00,True,,,2962,34135.9,9035.9,19000.0,25b7397a2323b5728c83943de0eef587cf23c844c1fe83f2bad2d75c4ff43e89
2023-07__daily_minimum,7,0.50,2024-01-01T00:00:00,True,,,4094,32326.8,7226.8,12500.0,b8b52ea84ab0f9032e67b30bd3a2f42316cc091225db821b8e567da293f6c6ae
2023-07__daily_minimum,8,2.50,2024-02-01T00:00:00,True,,,2759,34209.05,9109.05,17500.0,3db71e26dab16576fa2528cf2132fb60d7f0f7bd222ff11840119d2a4727a977
2023-07__daily_minimum,9,0.50,2024-03-01T00:00:00,False,2024-04-18T21:33:40,RR0.50:21-22:378:1366,200,25164.05,90.25,0.0,069e0c725f4ce20d6aa407caa5f751704b7c5a3a5f2093d54a44a4cdac17ea26
2023-07__daily_minimum,10,2.50,2024-04-01T00:00:00,False,2024-04-18T20:24:40,RR2.50:17-18:255:1298,64,24360.85,171.8,0.0,06cbd04c25f7284812dbd7afcf335924d98515bdfcbfa9e8bc8cc9005004331a
2023-07__daily_minimum,11,0.50,2024-05-01T00:00:00,True,,,3564,32323.3,7223.3,11500.0,01a875c4577ee57d10efeaa59c0d8823b2209664e5979b32a02d3ff190ecae25
2023-07__daily_minimum,12,2.50,2024-06-01T00:00:00,False,2024-07-26T13:58:40,RR2.50:13-14:414:1560,177,25116.7,16.7,0.0,f28e1925ce4cd4f0292008005d754a9617c2f63953d13a251d5ed17d217800e7
2023-07__daily_minimum,13,0.50,2024-07-01T00:00:00,False,2024-07-25T16:57:40,RR0.50:11-12:334:1461,119,24014.6,103.8,0.0,fc7352f53885dca0cf08d89f25e08e9dda234534c9be5eb0a590d92193232442
2023-07__daily_minimum,14,2.50,2024-08-01T00:00:00,False,2024-08-08T08:38:40,RR2.50:8-9:453:1593,21,23604.0,26.55,0.0,e5675ad911bc4e095be69efc7fc711e62df417c4c0e8f543015471eb09ae0aaa
2023-07__daily_minimum,15,0.50,2024-09-01T00:00:00,True,,,3011,32495.95,7395.95,8000.0,cf28b196608b085c29d25fe27c747a468a71d20037efe04cee60f6b5418b0537
2023-07__daily_minimum,16,2.50,2024-10-01T00:00:00,True,,,2022,33487.9,8387.9,13500.0,c40a3d29aec52b7da57ed9a81fc82bcf0ce182905ec3ea876078baba12b2e8f7
2023-07__daily_minimum,17,0.50,2024-11-01T00:00:00,True,,,2730,32782.5,7682.5,6000.0,2989f128e6005eca8d9ca1ff2de96cda61f7ce5c5386120cf69fb9f9c7b00ae5
2023-07__daily_minimum,18,2.50,2024-12-01T00:00:00,True,,,1838,33321.6,8221.6,12000.0,5dd2657d3004e674c46f402d6b9d9e4040f08d3ab9403d383eb4395ba6630c4d
2023-07__daily_minimum,19,0.50,2025-01-01T00:00:00,False,2025-03-10T19:02:40,RR0.50:17-18:314:1584,298,25423.15,323.15,0.0,858b671b2f002c9ec882a5fa19b91fd2c5b159366279219c5d0eb021491a3e05
2023-07__daily_minimum,20,2.50,2025-02-01T00:00:00,False,2025-02-27T21:14:40,RR2.50:20-21:404:1545,88,25037.15,99.2,0.0,7a2e512a81a3ed543d7833835a2292da429f4d87ad7cda580a9ab95343512376
2023-07__daily_minimum,21,0.50,2025-03-01T00:00:00,False,2025-03-10T19:02:40,RR0.50:17-18:314:1584,38,23665.65,79.7,0.0,d3f4a831fdaa46c7aa89c07dba6efad6603de6e929b89f67edcb6e6d7060f3c0
2023-07__daily_minimum,22,2.50,2025-04-01T00:00:00,False,2025-04-04T13:09:40,RR2.50:8-9:516:1820,19,24548.6,72.05,0.0,a70427b03cec2d05ff324448f39178b7d1d73cdbeacf94b95612003b439b0e01
2023-07__daily_minimum,23,0.50,2025-05-01T00:00:00,True,,,1966,31805.7,6705.7,1500.0,4c0dd6a582ec83a0e441ab07543e77cfee4922664974e6dc99959ddfbf458ead
2023-07__daily_minimum,24,2.50,2025-06-01T00:00:00,True,,,1302,32806.4,7706.4,3500.0,0bdb85a6f8c2170e8d42379a7ba9cdc560c8bfdedba2f59f8198fde5c9e8130e
2023-07__daily_minimum,25,0.50,2025-07-01T00:00:00,True,,,1698,30977.6,5877.6,500.0,1ebcdd207a327088b6b52b950ed64e77e75d056633c2f9d4b766effca6285e50
2023-07__daily_minimum,26,2.50,2025-08-01T00:00:00,True,,,1106,31702.2,6602.2,2000.0,2afcbf3be8d7da1b23bdfc6ce9599aba73ddf065d0018e88394f49237b2fb690
2023-07__daily_minimum,27,0.50,2025-09-01T00:00:00,True,,,1426,30980.7,5880.7,1000.0,6c2749fdd5ddb3b4b74fd55e2d40dedebc9f089e159c598bc5023a49c919872a
2023-07__daily_minimum,28,2.50,2025-10-01T00:00:00,False,2026-03-24T16:39:40,RR2.50:16-17:850:2426,574,25110.35,10.35,0.0,8b7e16074a792e4f435edf129ca1253f398d8e382599af22dd1f6e522afb7e17
2023-07__daily_minimum,29,0.50,2025-11-01T00:00:00,False,2026-02-17T07:20:40,RR0.50:6-7:528:2021,469,25189.1,89.1,0.0,c73fe30cf6adbd126981f75e6fe2c0caebf87eb3f37b2efc695c0a3d5d9d3dab
2023-07__daily_minimum,30,2.50,2025-12-01T00:00:00,False,2026-02-13T16:40:40,RR2.50:15-16:669:2197,250,25156.05,56.05,0.0,5cfd7752facc4db1bf39619b5169ac2490b7557b3789745aeba6b0fb5e4fa9cf
2023-07__daily_minimum,31,0.50,2026-01-01T00:00:00,False,2026-02-05T22:22:40,RR0.50:21-22:527:1955,156,25304.25,204.25,0.0,d3abbaf8abc9930f2aa2b8d39fee0f80d25283897ee2dec91dfa3a72728f52c6
2023-07__daily_minimum,32,2.50,2026-02-01T00:00:00,False,2026-02-13T16:40:40,RR2.50:15-16:669:2197,56,24207.75,80.1,0.0,c3d03fc7a310303f22b3e3a8c7a2805e77769f2bb696fcfbf12604875952ac3a
2023-07__daily_minimum,33,0.50,2026-03-01T00:00:00,False,2026-03-19T22:00:00,RR0.50:20-21:515:1912,93,25049.9,34.05,0.0,a5405ce9bd827b7aa4cea6dcfaf7a93b51270995f0aaa8e5f494cacc9018b814
2023-07__daily_minimum,34,2.50,2026-04-01T00:00:00,True,,,312,31232.4,6132.4,0.0,23525306d01a719cf8fe17566de560087e16f2eb36cf2f1d52fee5c7c99e6be0
2023-07__daily_minimum,35,0.50,2026-05-01T00:00:00,True,,,326,27641.2,2541.2,0.0,4596102263d1c147a96d6faa2bfe379ecd79a227a98df94425f993054378bfcb
2023-07__daily_minimum,36,2.50,2026-06-01T00:00:00,False,2026-06-04T16:30:40,RR2.50:15-16:701:2301,17,23664.2,12.9,0.0,6c57a2240cc00060ee025db75ebcd722a26c3811161c89b81587aad2dca7049d
2023-07__daily_minimum,37,0.50,2026-07-01T00:00:00,True,,,53,25183.35,1160.7,0.0,faa2999c246e04c11079ca52140b4e3b907fbdafe78c122a88b919562d72f762
2023-07__daily_maximum,1,0.50,2023-07-01T00:00:00,False,2023-10-04T11:00:00,RR0.50:10-11:342:1280,454,24356.85,16.45,0.0,975714141063d0b8f33ef2fe5ccd413b818c445a17a5568ff14621ec59e78075
